1st_flr_sf,3ssn_porch,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_qual,pool_area,roof_style,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf,year_built,year_remod/add,yr_sold
1427,0,Av,0.0,TA,GLQ,0,TA,MetalSd,MetalSd,None,0,CBlock,2,516.0,RFn,Attchd,1969.0,1427,0,Gd,SLvl,1187,TA,11104,Inside,68.0,IR1,0.0,None,80,RL,NWAmes,0,6,0,Gable,183000,216,1427.0,0,1969,1969,2008
1212,0,Mn,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,2,PConc,2,608.0,RFn,Attchd,1996.0,1992,1,Ex,2Story,2154,Gd,15295,Corner,68.0,IR3,254.0,BrkFace,60,RL,CollgCr,32,7,0,Gable,211000,0,860.0,225,1996,2002,2007
754,0,No,1.0,Gd,LwQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,495.0,RFn,Attchd,1994.0,1540,1,Ex,2Story,550,Gd,9109,Inside,70.0,Reg,0.0,None,60,RL,SawyerW,32,7,0,Gable,184000,0,754.0,140,1994,1994,2009
1535,0,None,0.0,None,None,0,TA,HdBoard,HdBoard,None,0,Slab,2,400.0,Unf,Attchd,1979.0,1535,0,TA,1Story,811,TA,7018,Inside,64.0,Reg,0.0,None,90,RL,SawyerW,0,5,0,Gable,118858,0,0.0,0,1979,1979,2009
1152,0,Av,1.0,TA,GLQ,0,TA,Wd Sdng,HdBoard,Gd,1,PConc,1,484.0,RFn,Attchd,1964.0,1152,0,TA,SLvl,124,TA,14112,Corner,68.0,IR1,86.0,BrkFace,80,RL,NAmes,0,5,0,Hip,180500,0,1152.0,227,1964,1964,2010
1151,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,484.0,Fin,Attchd,2006.0,1151,0,Ex,1Story,1836,Gd,3523,Inside,80.0,IR1,30.0,Stone,120,FV,Somerst,60,8,0,Gable,166000,0,1141.0,0,2006,2007,2007
1138,0,Av,0.0,TA,BLQ,0,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,480.0,RFn,Attchd,1960.0,1138,0,Ex,SLvl,779,TA,15312,Inside,88.0,Reg,54.0,BrkFace,80,RL,Sawyer,0,6,0,Hip,148000,140,1138.0,0,1960,1960,2009
1074,0,No,0.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,Gd,1,CBlock,1,396.0,Unf,Detchd,1966.0,1074,0,Gd,1Story,1886,Gd,7450,Inside,74.0,IR1,0.0,None,20,RL,NAmes,72,5,0,Hip,124000,0,894.0,0,1956,1956,2007
1561,0,No,1.0,Ex,GLQ,0,Ex,MetalSd,MetalSd,Gd,1,PConc,2,556.0,Fin,Attchd,2005.0,1561,0,Ex,1Story,1724,Ex,7313,Inside,60.0,Reg,246.0,BrkFace,120,RL,NridgHt,47,9,0,Hip,277500,0,1561.0,203,2005,2005,2007
1358,0,No,0.0,Gd,ALQ,168,Gd,VinylSd,VinylSd,Ex,1,PConc,2,725.0,RFn,Attchd,1995.0,2726,1,Ex,2Story,2450,Gd,10019,Inside,83.0,IR1,397.0,BrkFace,60,RL,NoRidge,169,8,0,Hip,350000,0,1342.0,307,1995,1995,2006
1884,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,PConc,2,670.0,Fin,Attchd,2004.0,1884,0,Ex,1Story,1013,Ex,15401,CulDSac,53.0,IR1,296.0,BrkFace,20,RL,StoneBr,76,9,0,Hip,387000,0,1884.0,214,2004,2004,2008
605,0,Mn,1.0,TA,ALQ,144,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,0.0,None,None,0.0,605,0,Ex,1Story,2084,TA,9098,Inside,58.0,IR1,0.0,None,30,RL,Edwards,0,4,0,Gable,86000,0,528.0,0,1920,2002,2007
1671,0,Mn,1.0,Gd,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,CBlock,3,550.0,RFn,Attchd,1976.0,1671,0,Ex,1Story,1184,Ex,16280,Inside,103.0,Reg,0.0,None,20,RL,Veenker,90,8,0,Gable,290000,0,1426.0,280,1976,2007,2008
797,0,No,0.0,Fa,Unf,94,TA,AsbShng,AsbShng,None,0,CBlock,1,0.0,None,None,0.0,797,0,TA,1Story,728,TA,9392,Corner,72.0,Reg,0.0,None,30,C (all),IDOTRR,36,3,0,Mansard,44000,0,245.0,0,1900,1950,2009
804,0,No,1.0,Ex,ALQ,0,TA,VinylSd,VinylSd,TA,1,PConc,2,560.0,Fin,BuiltIn,2001.0,1961,1,Ex,2Story,950,Gd,12209,CulDSac,71.0,IR1,0.0,None,60,RL,Mitchel,192,6,0,Gable,215000,0,804.0,125,2001,2002,2009
1193,0,No,1.0,Gd,GLQ,0,TA,Plywood,Plywood,None,0,CBlock,2,501.0,Fin,Attchd,1972.0,1193,0,Ex,1Story,2524,TA,13110,Corner,79.0,IR1,144.0,BrkFace,190,RL,NWAmes,153,5,0,Gable,146500,0,1153.0,140,1972,1972,2006
673,0,No,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,None,0,PConc,2,490.0,Unf,Detchd,2000.0,1382,1,Ex,2Story,2513,Gd,2651,FR2,68.0,Reg,0.0,None,160,FV,Somerst,50,7,0,Gable,165000,0,673.0,153,2000,2000,2006
1664,0,No,0.0,TA,Rec,0,TA,Stucco,Stucco,Gd,1,BrkTil,2,216.0,Unf,Detchd,1916.0,2526,0,TA,1.5Fin,2028,Gd,8520,Inside,60.0,Reg,0.0,None,50,RM,OldTown,15,6,0,Gable,136000,0,714.0,88,1916,1950,2007
1390,0,Gd,1.0,Gd,ALQ,0,TA,Wd Sdng,Wd Sdng,Gd,2,CBlock,1,550.0,Unf,Attchd,1957.0,1390,1,Ex,1Story,2309,Ex,39384,CulDSac,68.0,IR1,902.0,Stone,20,RL,NAmes,189,6,0,Gable,252000,0,1705.0,0,1957,1957,2006
764,0,No,0.0,Gd,Unf,0,Gd,VinylSd,Wd Shng,None,0,PConc,2,474.0,RFn,BuiltIn,2003.0,1626,1,Ex,2Story,51,Gd,2628,Inside,36.0,Reg,106.0,Stone,160,RL,NridgHt,27,7,0,Gable,175500,0,764.0,0,2003,2003,2010
868,0,No,0.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,Gd,1,BrkTil,1,400.0,Unf,Detchd,1939.0,1558,1,TA,2Story,699,TA,6406,Inside,57.0,Reg,0.0,None,70,RM,OldTown,36,5,0,Gable,150000,182,690.0,0,1939,1950,2009
1422,0,No,0.0,TA,Unf,36,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,286.0,RFn,Attchd,1960.0,1422,0,TA,1Story,1881,TA,12342,Inside,68.0,IR1,0.0,None,20,RL,NAmes,0,5,0,Hip,139900,0,978.0,0,1960,1978,2007
1128,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,Gd,1,PConc,2,360.0,Unf,Detchd,1930.0,1573,0,TA,1.5Fin,1345,TA,6240,Inside,52.0,Reg,0.0,None,50,RM,BrkSide,0,5,0,Gable,162900,0,1078.0,0,1930,1992,2008
1116,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,440.0,Unf,Attchd,1962.0,1116,1,TA,1Story,166,TA,10000,Corner,87.0,IR1,261.0,BrkFace,20,RL,NAmes,0,6,0,Hip,160000,385,1116.0,0,1962,1962,2010
660,0,None,0.0,None,None,100,TA,Wd Sdng,Wd Sdng,None,0,Slab,1,0.0,None,None,0.0,660,0,Fa,1Story,781,Fa,9000,Corner,68.0,Reg,0.0,None,20,RL,Sawyer,0,2,0,Gable,63900,0,0.0,0,1947,1950,2009
1707,0,No,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,TA,1,PConc,2,479.0,Fin,Attchd,1978.0,1707,0,Gd,1Story,379,TA,11088,Inside,80.0,Reg,144.0,BrkFace,20,RL,NWAmes,0,6,0,Gable,184000,0,1140.0,0,1978,1998,2009
1466,0,No,0.0,TA,BLQ,0,TA,HdBoard,Plywood,Gd,2,CBlock,1,528.0,Fin,Attchd,1959.0,1466,1,TA,1Story,2818,Fa,17755,Inside,134.0,Reg,132.0,BrkFace,20,RL,Edwards,140,5,0,Gable,149900,100,1466.0,0,1959,1959,2006
1638,0,Av,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,TA,1,PConc,2,495.0,Fin,Attchd,2000.0,1638,0,Ex,1Story,1168,Ex,4765,Inside,68.0,IR1,260.0,BrkFace,120,FV,Somerst,68,9,0,Hip,300000,0,1614.0,230,2000,2000,2008
1721,0,Mn,1.0,TA,Rec,0,TA,Plywood,Plywood,TA,2,CBlock,2,626.0,Unf,Basment,1960.0,1721,0,Gd,1Story,1396,TA,10532,Corner,68.0,Reg,275.0,Stone,190,RL,ClearCr,84,5,0,Flat,145000,0,988.0,50,1960,1960,2008
928,0,No,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,2,470.0,RFn,Attchd,1997.0,1764,1,Ex,2Story,838,Gd,15426,Inside,65.0,IR1,0.0,None,60,RL,CollgCr,99,6,0,Gable,231500,0,928.0,276,1997,1997,2009
996,0,No,1.0,TA,BLQ,0,TA,WdShing,Wd Shng,Gd,1,CBlock,1,0.0,None,None,0.0,996,0,Ex,1Story,1492,TA,13907,Inside,63.0,Reg,0.0,None,30,RL,Edwards,0,5,0,Gable,108000,0,996.0,144,1940,1969,2008
1202,0,No,0.0,TA,Rec,120,TA,BrkFace,BrkFace,None,0,CBlock,1,304.0,RFn,Attchd,1956.0,1202,0,TA,1Story,637,TA,8750,Inside,70.0,Reg,0.0,None,20,RL,NAmes,35,5,0,Gable,120000,0,1202.0,0,1956,1956,2009
988,0,No,1.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,572.0,Unf,Detchd,1963.0,988,0,TA,1Story,1826,TA,9945,Inside,68.0,IR1,57.0,BrkFace,20,RL,Sawyer,0,5,0,Hip,128500,0,988.0,0,1961,1961,2007
1028,0,No,0.0,TA,Unf,130,TA,WdShing,Wd Shng,Gd,1,CBlock,1,360.0,Unf,Detchd,1927.0,1028,0,Gd,1Story,173,TA,8960,Inside,56.0,Reg,0.0,None,30,RM,OldTown,0,5,0,Gable,115000,0,1008.0,0,1927,1950,2010
720,0,No,0.0,TA,LwQ,0,TA,AsbShng,AsbShng,None,0,CBlock,1,240.0,Unf,Detchd,1948.0,1284,1,TA,1.5Fin,715,TA,3500,Inside,50.0,Reg,0.0,None,50,RM,OldTown,35,5,0,Gable,110000,0,720.0,0,1947,1950,2009
1599,0,No,0.0,Gd,GLQ,16,Gd,Wd Sdng,Wd Sdng,Gd,1,CBlock,2,864.0,RFn,Attchd,1977.0,2944,2,TA,2Story,1183,Gd,24572,CulDSac,68.0,IR1,1050.0,BrkFace,60,RL,Veenker,70,9,0,Mansard,150000,0,994.0,140,1977,1977,2008
707,0,Av,0.0,Ex,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,403.0,Fin,Attchd,2004.0,1414,1,Ex,2Story,2433,Gd,9056,Inside,74.0,IR1,0.0,None,60,RL,Gilbert,35,8,0,Gable,178000,0,707.0,100,2004,2004,2006
959,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Sdng,Gd,2,BrkTil,1,579.0,Unf,2Types,1963.0,1609,1,Ex,2Story,2866,Gd,12320,Inside,70.0,IR1,0.0,None,70,RL,Crawfor,0,7,0,Gable,199500,104,637.0,0,1932,1990,2006
813,0,No,1.0,TA,GLQ,0,TA,VinylSd,VinylSd,TA,1,PConc,2,400.0,Fin,Attchd,1997.0,1525,1,Ex,2Story,2311,TA,8238,Inside,60.0,IR1,0.0,None,60,RL,Gilbert,72,6,0,Gable,183500,0,813.0,421,1997,1998,2006
1092,0,Mn,0.0,Gd,Rec,0,Fa,HdBoard,Plywood,Po,1,CBlock,1,288.0,Unf,Attchd,1967.0,1656,1,Ex,SLvl,1551,TA,6000,Inside,75.0,Reg,0.0,None,80,RM,IDOTRR,180,5,0,Hip,126000,100,624.0,0,1967,1967,2008
1055,0,No,0.0,Gd,ALQ,0,TA,Plywood,Brk Cmn,None,0,CBlock,2,440.0,Unf,Attchd,1977.0,1055,0,Fa,1Story,1049,TA,2529,Inside,24.0,Reg,0.0,None,120,RL,NPkVill,38,7,0,Gable,148500,0,1055.0,0,1977,1977,2008
676,0,No,0.0,TA,Unf,128,TA,VinylSd,VinylSd,None,0,BrkTil,2,720.0,Unf,Detchd,1939.0,1352,0,Ex,2Story,657,Gd,10800,Inside,60.0,Reg,0.0,None,60,RL,OldTown,0,5,0,Gable,149000,0,676.0,187,1939,2006,2009
855,0,No,0.0,Gd,ALQ,0,TA,Plywood,Brk Cmn,TA,1,CBlock,2,440.0,Unf,Attchd,1977.0,1456,1,TA,2Story,414,TA,2349,Inside,24.0,Reg,0.0,None,160,RL,NPkVill,28,6,0,Gable,137900,0,855.0,0,1977,1977,2009
1719,0,Gd,2.0,Gd,GLQ,0,Gd,BrkFace,BrkFace,Gd,2,PConc,1,473.0,Fin,Attchd,1993.0,1719,1,Ex,1Story,1181,Gd,10846,CulDSac,32.0,IR1,0.0,None,120,RL,Veenker,30,8,0,Gable,324000,0,1719.0,122,1993,1993,2008
864,0,No,1.0,TA,Rec,96,TA,Stucco,Stucco,None,0,CBlock,1,0.0,None,None,0.0,864,0,TA,1Story,1514,TA,5604,Inside,67.0,Reg,0.0,None,30,RL,Edwards,0,5,0,Gable,98000,0,864.0,0,1925,1950,2008
483,0,No,0.0,TA,LwQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,264.0,Unf,Detchd,1973.0,987,1,TA,2Story,1040,TA,1680,Inside,21.0,Reg,359.0,BrkFace,160,RM,BrDale,0,6,0,Gable,103400,0,483.0,52,1973,1973,2008
780,0,No,0.0,TA,Unf,176,TA,VinylSd,VinylSd,None,0,CBlock,1,0.0,None,None,0.0,1020,0,Gd,1.5Fin,216,TA,6342,Inside,54.0,Reg,0.0,None,50,RL,Sawyer,0,5,0,Gable,94000,0,780.0,0,1875,1996,2010
1554,0,Mn,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,627.0,RFn,Attchd,2006.0,1554,0,Ex,1Story,1720,Gd,4590,Inside,34.0,Reg,108.0,Stone,120,RL,NridgHt,73,8,0,Gable,209500,0,1554.0,156,2006,2006,2007
1528,0,Gd,0.0,Ex,Unf,0,Ex,CemntBd,CmentBd,Ex,1,PConc,3,758.0,Fin,BuiltIn,2006.0,3390,1,Ex,2Story,2331,Ex,18062,CulDSac,60.0,IR1,662.0,BrkFace,60,RL,StoneBr,34,10,0,Hip,545224,0,1528.0,204,2006,2006,2006
780,0,No,0.0,TA,Unf,0,Gd,Wd Sdng,Wd Sdng,None,0,PConc,1,0.0,None,None,0.0,1560,1,Ex,2Story,204,Gd,12900,Inside,60.0,Reg,0.0,None,70,RM,OldTown,0,6,0,Gable,159900,168,780.0,344,1912,2009,2010
864,0,No,0.0,TA,LwQ,0,TA,VinylSd,VinylSd,None,0,CBlock,1,400.0,Unf,Detchd,1951.0,864,0,Ex,1Story,19,TA,19138,Corner,140.0,Reg,0.0,None,20,RL,Gilbert,0,4,0,Gable,141000,0,864.0,0,1951,1951,2010
1008,0,No,0.0,Gd,ALQ,0,TA,VinylSd,VinylSd,TA,1,PConc,2,431.0,Fin,Attchd,2000.0,1889,1,Ex,2Story,2438,TA,8658,Inside,68.0,IR1,0.0,None,60,RL,Gilbert,0,6,0,Gable,215000,0,982.0,0,2000,2000,2006
1040,0,No,1.0,TA,ALQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,260.0,Unf,Detchd,1962.0,1040,1,Ex,1Story,89,TA,6897,Corner,68.0,IR1,0.0,None,20,RL,Sawyer,104,5,0,Gable,127000,0,1040.0,0,1962,2010,2010
1172,0,Av,1.0,TA,BLQ,0,TA,WdShing,Wd Shng,None,0,CBlock,1,366.0,Fin,Attchd,1954.0,1172,0,TA,1Story,240,TA,9525,Inside,75.0,Reg,0.0,None,20,RL,Edwards,0,5,0,Gable,128000,0,1172.0,240,1954,1998,2010
1418,224,No,1.0,Ex,GLQ,0,Gd,CemntBd,CmentBd,Gd,1,PConc,1,852.0,RFn,Attchd,2010.0,1418,1,Ex,1Story,105,Gd,12853,Inside,57.0,IR1,0.0,None,20,FV,Somerst,192,8,0,Gable,267916,0,1642.0,160,2010,2010,2010
959,0,No,0.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,Gd,1,BrkTil,1,560.0,Unf,Detchd,1978.0,1367,0,TA,1.5Fin,2020,TA,6240,Inside,52.0,Reg,0.0,None,50,RM,BrkSide,0,6,0,Gable,127500,120,884.0,0,1931,1950,2007
495,0,None,0.0,None,None,177,Gd,HdBoard,HdBoard,Ex,1,Slab,3,672.0,RFn,BuiltIn,2003.0,1922,0,Ex,SFoyer,888,Gd,7301,Corner,64.0,Reg,500.0,BrkFace,85,RL,Edwards,0,7,0,Gable,198500,0,0.0,0,2003,2003,2009
1422,0,No,0.0,Gd,GLQ,0,TA,MetalSd,MetalSd,TA,1,CBlock,2,576.0,Fin,Attchd,1981.0,1422,0,TA,1Story,1019,Gd,12090,Inside,78.0,IR1,210.0,BrkFace,20,RL,NWAmes,0,6,0,Gable,175500,0,1422.0,276,1981,1981,2008
985,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,486.0,Fin,Attchd,2000.0,1842,1,Ex,2Story,2132,Gd,8826,Inside,68.0,Reg,144.0,BrkFace,60,RL,CollgCr,96,7,0,Gable,217500,0,985.0,193,2000,2000,2007
888,0,No,0.0,TA,Unf,364,TA,MetalSd,MetalSd,TA,1,CBlock,1,572.0,Unf,Detchd,1915.0,1962,1,Ex,1.5Fin,203,TA,8094,Inside,57.0,Reg,0.0,None,50,RM,OldTown,0,4,0,Gable,149500,0,888.0,160,1915,1950,2010
1120,0,No,0.0,TA,BLQ,0,Gd,HdBoard,HdBoard,TA,1,PConc,1,656.0,RFn,Attchd,1966.0,1120,0,Ex,1Story,420,TA,10710,Inside,68.0,Reg,165.0,BrkFace,20,RL,NAmes,162,5,0,Hip,148800,0,864.0,0,1966,2004,2009
1992,0,Av,0.0,Ex,GLQ,0,Gd,CemntBd,CmentBd,Gd,1,PConc,3,716.0,Fin,BuiltIn,2005.0,2868,1,Ex,2Story,2333,Ex,16056,Inside,85.0,IR1,208.0,Stone,60,RL,StoneBr,108,9,0,Hip,556581,0,1992.0,214,2005,2006,2006
1478,0,No,1.0,TA,ALQ,0,TA,BrkFace,BrkFace,Gd,2,CBlock,1,442.0,RFn,Attchd,1957.0,1478,1,Gd,1Story,632,TA,8400,Inside,70.0,Reg,0.0,None,20,RL,NAmes,0,6,0,Hip,156500,216,1478.0,114,1957,1957,2009
950,0,Av,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,610.0,RFn,Attchd,1995.0,1995,1,Ex,2Story,2800,Gd,11250,Corner,90.0,Reg,0.0,None,60,RL,CollgCr,170,7,0,Gable,237000,0,930.0,275,1995,1996,2006
912,0,No,0.0,TA,BLQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,297.0,Fin,Attchd,1958.0,912,0,Fa,1Story,1885,TA,7535,Inside,70.0,IR1,0.0,None,20,RL,NAmes,285,5,0,Gable,120000,0,912.0,12,1958,1985,2007
1326,0,Av,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,2,388.0,Fin,Attchd,2005.0,1326,0,Ex,1Story,1734,Gd,12216,Corner,88.0,IR1,0.0,None,20,RL,Gilbert,23,6,0,Gable,203000,0,1326.0,120,2005,2005,2007
1204,0,No,0.0,Gd,Unf,0,TA,HdBoard,HdBoard,None,0,CBlock,2,461.0,RFn,Attchd,1987.0,1204,0,TA,1Story,2327,TA,3701,Inside,30.0,IR1,0.0,None,120,RL,StoneBr,70,8,0,Gable,130000,0,1191.0,120,1987,1987,2006
798,0,Gd,1.0,TA,GLQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,442.0,RFn,Attchd,1964.0,1611,1,TA,2Story,1282,TA,9760,Inside,80.0,Reg,360.0,BrkFace,60,RL,NAmes,128,6,0,Gable,167900,189,780.0,328,1964,1964,2008
960,0,Av,1.0,TA,ALQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,576.0,Unf,Detchd,1970.0,960,0,TA,1Story,2688,TA,9873,Inside,60.0,Reg,160.0,BrkFace,190,RL,BrkSide,288,4,0,Gable,129000,0,960.0,0,1970,1970,2006
1236,0,No,0.0,TA,BLQ,0,TA,HdBoard,HdBoard,Fa,1,CBlock,1,447.0,Unf,Attchd,1957.0,1236,0,TA,1Story,2581,Gd,10011,Inside,72.0,IR1,64.0,BrkFace,20,RL,NAmes,0,5,0,Gable,134450,0,1070.0,0,1957,1996,2006
1416,0,No,0.0,TA,Unf,112,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,2,576.0,Unf,Attchd,2007.0,1416,0,Ex,1Story,2067,Gd,25339,Inside,68.0,Reg,0.0,None,30,RL,Sawyer,0,5,0,Gable,112000,0,816.0,0,1918,2007,2007
946,0,No,1.0,Gd,GLQ,0,Gd,HdBoard,HdBoard,TA,1,PConc,2,619.0,RFn,Attchd,1988.0,1873,1,Ex,2Story,2115,Gd,8883,Inside,68.0,IR1,360.0,BrkFace,60,RL,SawyerW,48,7,0,Gable,207000,144,929.0,108,1988,1988,2007
1088,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,None,0,BrkTil,2,0.0,None,None,0.0,2128,0,TA,2Story,754,TA,3000,Inside,50.0,Reg,0.0,None,90,RM,OldTown,56,5,0,Hip,62500,0,1040.0,0,1922,1950,2009
764,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,Wd Shng,None,0,PConc,2,474.0,RFn,BuiltIn,2003.0,1626,1,Ex,2Story,1079,Gd,2448,Inside,36.0,Reg,106.0,Stone,160,RL,NridgHt,27,7,0,Gable,154000,0,764.0,0,2003,2004,2008
816,0,No,1.0,TA,GLQ,0,TA,WdShing,Wd Shng,None,0,CBlock,1,308.0,Unf,Detchd,1957.0,816,0,TA,1Story,2615,TA,7100,Corner,73.0,IR1,0.0,None,20,RL,NAmes,0,5,0,Gable,129900,0,816.0,0,1957,1957,2006
536,0,No,0.0,Gd,Rec,0,TA,CemntBd,CmentBd,None,0,CBlock,1,336.0,Unf,Attchd,1976.0,1112,1,TA,2Story,329,TA,2592,Inside,36.0,Reg,0.0,None,160,RM,MeadowV,0,5,0,Gable,85000,0,536.0,182,1976,1976,2010
572,0,No,0.0,TA,Unf,176,TA,Wd Sdng,Wd Sdng,Gd,1,PConc,1,288.0,Unf,Detchd,1982.0,1111,0,TA,1.5Fin,1320,TA,5700,Inside,68.0,Reg,0.0,None,50,RM,OldTown,0,7,0,Gable,116900,0,572.0,0,1926,1950,2008
855,0,No,0.0,TA,ALQ,0,TA,Plywood,Brk Cmn,TA,1,CBlock,2,440.0,Unf,Attchd,1978.0,1441,1,TA,2Story,416,TA,2289,Inside,24.0,Reg,0.0,None,160,RL,NPkVill,0,6,0,Gable,148500,0,855.0,28,1978,1978,2009
672,0,No,1.0,Gd,BLQ,0,TA,MetalSd,MetalSd,None,0,BrkTil,1,280.0,Unf,Detchd,1941.0,924,0,Fa,1.5Fin,284,Fa,12180,Inside,60.0,Reg,0.0,None,190,RL,Edwards,0,4,0,Gable,80000,0,672.0,0,1941,1950,2010
1126,0,Av,1.0,Gd,LwQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,506.0,Unf,Attchd,1984.0,1126,0,TA,SFoyer,1385,TA,7400,CulDSac,68.0,IR1,0.0,None,85,RL,Sawyer,0,5,0,Gable,152000,0,1060.0,178,1984,1984,2008
992,0,No,0.0,Fa,Unf,56,TA,VinylSd,VinylSd,None,0,CBlock,1,319.0,Unf,Detchd,1954.0,992,0,Ex,1Story,275,TA,8842,Corner,68.0,Reg,0.0,None,20,RL,Edwards,0,5,0,Gable,155891,0,381.0,60,1954,1954,2010
752,0,No,0.0,TA,Unf,144,TA,Wd Sdng,Wd Shng,None,0,PConc,1,576.0,Unf,Detchd,1977.0,1376,0,Ex,1.5Fin,2024,Gd,8850,Inside,60.0,Reg,0.0,None,50,RL,BrkSide,54,6,0,Gable,165000,0,768.0,0,1920,1950,2007
1218,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,676.0,RFn,Attchd,2009.0,1218,0,Ex,1Story,68,Gd,9215,Inside,92.0,Reg,0.0,None,20,FV,Somerst,136,7,0,Hip,204500,0,1218.0,0,2009,2010,2010
888,0,No,0.0,TA,LwQ,0,TA,MetalSd,MetalSd,Gd,2,CBlock,1,312.0,Unf,Attchd,1942.0,1644,1,Ex,2Story,1910,Gd,9480,Inside,79.0,Reg,224.0,Stone,70,RL,NAmes,0,5,0,Gable,146500,0,728.0,168,1942,1995,2007
1601,0,No,0.0,Gd,ALQ,0,TA,Plywood,Plywood,TA,1,CBlock,2,478.0,RFn,Attchd,1978.0,1601,0,TA,1Story,381,TA,11880,Inside,82.0,IR1,206.0,BrkFace,20,RL,NWAmes,0,7,0,Gable,157000,0,1271.0,0,1978,1978,2009
1313,0,Mn,0.0,TA,Unf,0,TA,Wd Sdng,Wd Shng,Gd,1,BrkTil,2,342.0,Unf,Detchd,1950.0,2495,0,Gd,2Story,1323,TA,10800,Inside,60.0,Reg,0.0,None,70,RM,OldTown,299,7,0,Gable,184000,0,1313.0,0,1890,1999,2008
807,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,393.0,Fin,Attchd,2002.0,1509,1,Ex,2Story,2432,Gd,7861,Inside,68.0,IR1,0.0,None,60,RL,Gilbert,75,6,0,Gable,183200,0,783.0,100,2002,2003,2006
1092,0,No,0.0,TA,LwQ,144,TA,Wd Sdng,Wd Sdng,Po,1,CBlock,1,288.0,Unf,Attchd,1962.0,1092,0,TA,1Story,777,TA,11616,Inside,68.0,Reg,116.0,BrkFace,20,RL,Sawyer,20,5,0,Gable,139000,0,1092.0,0,1962,1962,2009
1325,0,Gd,1.0,Gd,GLQ,216,Gd,Wd Sdng,ImStucc,TA,1,PConc,2,983.0,RFn,Attchd,1993.0,2418,1,Ex,2Story,1107,Gd,10542,Inside,96.0,Reg,651.0,BrkFace,60,RL,NoRidge,154,7,0,Hip,341000,0,1311.0,250,1993,1994,2008
483,0,No,0.0,TA,Rec,0,TA,HdBoard,HdBoard,None,0,CBlock,1,264.0,Unf,Detchd,1971.0,987,1,TA,2Story,30,TA,1680,Inside,21.0,Reg,504.0,BrkFace,160,RM,BrDale,0,6,0,Gable,96000,0,483.0,275,1971,1971,2010
1121,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,None,0,PConc,2,440.0,RFn,Attchd,2003.0,1121,0,Ex,1Story,282,TA,8546,Corner,80.0,Reg,0.0,None,20,RM,Edwards,64,4,0,Gable,140000,0,1121.0,132,2003,2004,2010
1236,0,No,1.0,TA,GLQ,158,TA,MetalSd,MetalSd,None,0,CBlock,1,923.0,Unf,Attchd,1957.0,1236,0,TA,1Story,188,TA,7407,Inside,90.0,Reg,0.0,None,20,RM,OldTown,158,6,0,Gable,149700,0,912.0,0,1957,1996,2010
