,1st_flr_sf,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,exter_qual,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,overall_qual,roof_style,saleprice,total_bsmt_sf,wood_deck_sf,porch,pool,age_sold,remodelled,exterior
112,1128,No,0.0,3,1,3,4,1,PConc,2,360.0,Unf,Detchd,1930.0,1573,0,3,1.5Fin,1345,3,6240,Inside,52.0,0,0.0,None,50,RM,BrkSide,5,Gable,162900,1078.0,0,0,0,78,1,metal
113,1116,No,0.0,3,1,3,0,0,CBlock,1,440.0,Unf,Attchd,1962.0,1116,1,3,1Story,166,3,10000,Corner,87.0,1,261.0,BrkFace,20,RL,NAmes,6,Hip,160000,1116.0,0,1,0,48,0,wood
114,660,None,0.0,0,0,3,0,0,Slab,1,0.0,None,None,0.0,660,0,2,1Story,781,2,9000,Corner,68.0,0,0.0,None,20,RL,Sawyer,2,Gable,63900,0.0,0,1,0,62,1,wood
115,1707,No,0.0,3,5,3,3,1,PConc,2,479.0,Fin,Attchd,1978.0,1707,0,4,1Story,379,3,11088,Inside,80.0,0,144.0,BrkFace,20,RL,NWAmes,6,Gable,184000,1140.0,0,0,0,31,1,wood
116,1466,No,0.0,3,4,3,4,2,CBlock,1,528.0,Fin,Attchd,1959.0,1466,1,3,1Story,2818,2,17755,Inside,134.0,0,132.0,BrkFace,20,RL,Edwards,5,Gable,149900,1466.0,0,1,0,47,0,wood
117,1638,Av,1.0,4,6,4,3,1,PConc,2,495.0,Fin,Attchd,2000.0,1638,0,5,1Story,1168,5,4765,Inside,68.0,1,260.0,BrkFace,120,FV,Somerst,9,Hip,300000,1614.0,230,1,0,8,0,metal
118,1721,Mn,1.0,3,3,3,3,2,CBlock,2,626.0,Unf,Basment,1960.0,1721,0,4,1Story,1396,3,10532,Corner,68.0,0,275.0,Stone,190,RL,ClearCr,5,Flat,145000,988.0,50,1,0,48,0,wood
119,928,No,1.0,4,6,3,0,0,PConc,2,470.0,RFn,Attchd,1997.0,1764,1,5,2Story,838,4,15426,Inside,65.0,1,0.0,None,60,RL,CollgCr,6,Gable,231500,928.0,276,1,0,12,0,vinyl
120,996,No,1.0,3,4,3,4,1,CBlock,1,0.0,None,None,0.0,996,0,5,1Story,1492,3,13907,Inside,63.0,0,0.0,None,30,RL,Edwards,5,Gable,108000,996.0,144,0,0,68,1,wood
121,1202,No,0.0,3,3,3,0,0,CBlock,1,304.0,RFn,Attchd,1956.0,1202,0,3,1Story,637,3,8750,Inside,70.0,0,0.0,None,20,RL,NAmes,5,Gable,120000,1202.0,0,1,0,53,0,brick
122,988,No,1.0,3,3,3,0,0,CBlock,1,572.0,Unf,Detchd,1963.0,988,0,3,1Story,1826,3,9945,Inside,68.0,1,57.0,BrkFace,20,RL,Sawyer,5,Hip,128500,988.0,0,0,0,46,0,wood
123,1028,No,0.0,3,1,3,4,1,CBlock,1,360.0,Unf,Detchd,1927.0,1028,0,4,1Story,173,3,8960,Inside,56.0,0,0.0,None,30,RM,OldTown,5,Gable,115000,1008.0,0,1,0,83,1,wood
124,720,No,0.0,3,2,3,0,0,CBlock,1,240.0,Unf,Detchd,1948.0,1284,1,3,1.5Fin,715,3,3500,Inside,50.0,0,0.0,None,50,RM,OldTown,5,Gable,110000,720.0,0,1,0,62,1,cemt_agg
125,1599,No,0.0,4,6,4,4,1,CBlock,2,864.0,RFn,Attchd,1977.0,2944,2,3,2Story,1183,4,24572,CulDSac,68.0,1,1050.0,BrkFace,60,RL,Veenker,9,Mansard,150000,994.0,140,1,0,31,0,wood
126,707,Av,0.0,5,1,4,4,1,PConc,2,403.0,Fin,Attchd,2004.0,1414,1,5,2Story,2433,4,9056,Inside,74.0,1,0.0,None,60,RL,Gilbert,8,Gable,178000,707.0,100,1,0,2,0,vinyl
127,959,No,0.0,3,1,3,4,2,BrkTil,1,579.0,Unf,2Types,1963.0,1609,1,5,2Story,2866,4,12320,Inside,70.0,1,0.0,None,70,RL,Crawfor,7,Gable,199500,637.0,0,1,0,74,1,wood
128,813,No,1.0,3,6,3,3,1,PConc,2,400.0,Fin,Attchd,1997.0,1525,1,5,2Story,2311,3,8238,Inside,60.0,1,0.0,None,60,RL,Gilbert,6,Gable,183500,813.0,421,1,0,9,1,vinyl
129,1092,Mn,0.0,4,3,2,1,1,CBlock,1,288.0,Unf,Attchd,1967.0,1656,1,5,SLvl,1551,3,6000,Inside,75.0,0,0.0,None,80,RM,IDOTRR,5,Hip,126000,624.0,0,1,0,41,0,wood
130,1055,No,0.0,4,5,3,0,0,CBlock,2,440.0,Unf,Attchd,1977.0,1055,0,2,1Story,1049,3,2529,Inside,24.0,0,0.0,None,120,RL,NPkVill,7,Gable,148500,1055.0,0,1,0,31,0,wood
131,676,No,0.0,3,1,3,0,0,BrkTil,2,720.0,Unf,Detchd,1939.0,1352,0,5,2Story,657,4,10800,Inside,60.0,0,0.0,None,60,RL,OldTown,5,Gable,149000,676.0,187,1,0,70,1,vinyl
132,855,No,0.0,4,5,3,3,1,CBlock,2,440.0,Unf,Attchd,1977.0,1456,1,3,2Story,414,3,2349,Inside,24.0,0,0.0,None,160,RL,NPkVill,6,Gable,137900,855.0,0,1,0,32,0,wood
133,1719,Gd,2.0,4,6,4,4,2,PConc,1,473.0,Fin,Attchd,1993.0,1719,1,5,1Story,1181,4,10846,CulDSac,32.0,1,0.0,None,120,RL,Veenker,8,Gable,324000,1719.0,122,1,0,15,0,brick
134,864,No,1.0,3,3,3,0,0,CBlock,1,0.0,None,None,0.0,864,0,3,1Story,1514,3,5604,Inside,67.0,0,0.0,None,30,RL,Edwards,5,Gable,98000,864.0,0,1,0,83,1,cemt_agg
135,483,No,0.0,3,2,3,0,0,CBlock,1,264.0,Unf,Detchd,1973.0,987,1,3,2Story,1040,3,1680,Inside,21.0,0,359.0,BrkFace,160,RM,BrDale,6,Gable,103400,483.0,52,0,0,35,0,wood
136,780,No,0.0,3,1,3,0,0,CBlock,1,0.0,None,None,0.0,1020,0,4,1.5Fin,216,3,6342,Inside,54.0,0,0.0,None,50,RL,Sawyer,5,Gable,94000,780.0,0,1,0,135,1,vinyl
137,1554,Mn,0.0,4,6,4,4,1,PConc,2,627.0,RFn,Attchd,2006.0,1554,0,5,1Story,1720,4,4590,Inside,34.0,0,108.0,Stone,120,RL,NridgHt,8,Gable,209500,1554.0,156,1,0,1,0,vinyl
138,1528,Gd,0.0,5,1,5,5,1,PConc,3,758.0,Fin,BuiltIn,2006.0,3390,1,5,2Story,2331,5,18062,CulDSac,60.0,1,662.0,BrkFace,60,RL,StoneBr,10,Hip,545224,1528.0,204,1,0,0,0,cemt_agg
139,780,No,0.0,3,1,4,0,0,PConc,1,0.0,None,None,0.0,1560,1,5,2Story,204,4,12900,Inside,60.0,0,0.0,None,70,RM,OldTown,6,Gable,159900,780.0,344,1,0,98,1,wood
140,864,No,0.0,3,2,3,0,0,CBlock,1,400.0,Unf,Detchd,1951.0,864,0,5,1Story,19,3,19138,Corner,140.0,0,0.0,None,20,RL,Gilbert,4,Gable,141000,864.0,0,0,0,59,0,vinyl
141,1008,No,0.0,4,5,3,3,1,PConc,2,431.0,Fin,Attchd,2000.0,1889,1,5,2Story,2438,3,8658,Inside,68.0,1,0.0,None,60,RL,Gilbert,6,Gable,215000,982.0,0,0,0,6,0,vinyl
142,1040,No,1.0,3,5,3,0,0,CBlock,1,260.0,Unf,Detchd,1962.0,1040,1,5,1Story,89,3,6897,Corner,68.0,1,0.0,None,20,RL,Sawyer,5,Gable,127000,1040.0,0,1,0,48,1,wood
143,1172,Av,1.0,3,4,3,0,0,CBlock,1,366.0,Fin,Attchd,1954.0,1172,0,3,1Story,240,3,9525,Inside,75.0,0,0.0,None,20,RL,Edwards,5,Gable,128000,1172.0,240,0,0,56,1,wood
144,1418,No,1.0,5,6,4,4,1,PConc,1,852.0,RFn,Attchd,2010.0,1418,1,5,1Story,105,4,12853,Inside,57.0,1,0.0,None,20,FV,Somerst,8,Gable,267916,1642.0,160,1,0,0,0,cemt_agg
145,959,No,0.0,3,2,3,4,1,BrkTil,1,560.0,Unf,Detchd,1978.0,1367,0,3,1.5Fin,2020,3,6240,Inside,52.0,0,0.0,None,50,RM,BrkSide,6,Gable,127500,884.0,0,1,0,76,1,wood
146,495,None,0.0,0,0,4,5,1,Slab,3,672.0,RFn,BuiltIn,2003.0,1922,0,5,SFoyer,888,4,7301,Corner,64.0,0,500.0,BrkFace,85,RL,Edwards,7,Gable,198500,0.0,0,1,0,6,0,wood
147,1422,No,0.0,4,6,3,3,1,CBlock,2,576.0,Fin,Attchd,1981.0,1422,0,3,1Story,1019,4,12090,Inside,78.0,1,210.0,BrkFace,20,RL,NWAmes,6,Gable,175500,1422.0,276,0,0,27,0,metal
148,985,No,1.0,4,6,4,3,1,PConc,2,486.0,Fin,Attchd,2000.0,1842,1,5,2Story,2132,4,8826,Inside,68.0,0,144.0,BrkFace,60,RL,CollgCr,7,Gable,217500,985.0,193,1,0,7,0,vinyl
149,888,No,0.0,3,1,3,3,1,CBlock,1,572.0,Unf,Detchd,1915.0,1962,1,5,1.5Fin,203,3,8094,Inside,57.0,0,0.0,None,50,RM,OldTown,4,Gable,149500,888.0,160,1,0,95,1,metal
150,1120,No,0.0,3,4,4,3,1,PConc,1,656.0,RFn,Attchd,1966.0,1120,0,5,1Story,420,3,10710,Inside,68.0,0,165.0,BrkFace,20,RL,NAmes,5,Hip,148800,864.0,0,1,0,43,1,wood
151,1992,Av,0.0,5,6,4,4,1,PConc,3,716.0,Fin,BuiltIn,2005.0,2868,1,5,2Story,2333,5,16056,Inside,85.0,1,208.0,Stone,60,RL,StoneBr,9,Hip,556581,1992.0,214,1,0,1,1,cemt_agg
152,1478,No,1.0,3,5,3,4,2,CBlock,1,442.0,RFn,Attchd,1957.0,1478,1,4,1Story,632,3,8400,Inside,70.0,0,0.0,None,20,RL,NAmes,6,Hip,156500,1478.0,114,1,0,52,0,brick
153,950,Av,1.0,4,6,4,3,1,PConc,2,610.0,RFn,Attchd,1995.0,1995,1,5,2Story,2800,4,11250,Corner,90.0,0,0.0,None,60,RL,CollgCr,7,Gable,237000,930.0,275,1,0,11,1,vinyl
154,912,No,0.0,3,4,3,0,0,CBlock,1,297.0,Fin,Attchd,1958.0,912,0,2,1Story,1885,3,7535,Inside,70.0,1,0.0,None,20,RL,NAmes,5,Gable,120000,912.0,12,1,0,49,1,metal
155,1326,Av,1.0,4,6,3,0,0,PConc,2,388.0,Fin,Attchd,2005.0,1326,0,5,1Story,1734,4,12216,Corner,88.0,1,0.0,None,20,RL,Gilbert,6,Gable,203000,1326.0,120,1,0,2,0,vinyl
156,1204,No,0.0,4,1,3,0,0,CBlock,2,461.0,RFn,Attchd,1987.0,1204,0,3,1Story,2327,3,3701,Inside,30.0,1,0.0,None,120,RL,StoneBr,8,Gable,130000,1191.0,120,1,0,19,0,wood
157,798,Gd,1.0,3,6,3,0,0,CBlock,1,442.0,RFn,Attchd,1964.0,1611,1,3,2Story,1282,3,9760,Inside,80.0,0,360.0,BrkFace,60,RL,NAmes,6,Gable,167900,780.0,328,1,0,44,0,wood
158,960,Av,1.0,3,5,3,0,0,CBlock,1,576.0,Unf,Detchd,1970.0,960,0,3,1Story,2688,3,9873,Inside,60.0,0,160.0,BrkFace,190,RL,BrkSide,4,Gable,129000,960.0,0,1,0,36,0,wood
159,1236,No,0.0,3,4,3,2,1,CBlock,1,447.0,Unf,Attchd,1957.0,1236,0,3,1Story,2581,4,10011,Inside,72.0,1,64.0,BrkFace,20,RL,NAmes,5,Gable,134450,1070.0,0,0,0,49,1,wood
160,1416,No,0.0,3,1,3,0,0,BrkTil,2,576.0,Unf,Attchd,2007.0,1416,0,5,1Story,2067,4,25339,Inside,68.0,0,0.0,None,30,RL,Sawyer,5,Gable,112000,816.0,0,1,0,89,1,wood
161,946,No,1.0,4,6,4,3,1,PConc,2,619.0,RFn,Attchd,1988.0,1873,1,5,2Story,2115,4,8883,Inside,68.0,1,360.0,BrkFace,60,RL,SawyerW,7,Gable,207000,929.0,108,1,0,19,0,wood
162,1088,No,0.0,3,1,3,0,0,BrkTil,2,0.0,None,None,0.0,2128,0,3,2Story,754,3,3000,Inside,50.0,0,0.0,None,90,RM,OldTown,5,Hip,62500,1040.0,0,1,0,87,1,metal
163,764,No,1.0,4,6,4,0,0,PConc,2,474.0,RFn,BuiltIn,2003.0,1626,1,5,2Story,1079,4,2448,Inside,36.0,0,106.0,Stone,160,RL,NridgHt,7,Gable,154000,764.0,0,1,0,5,1,vinyl
164,816,No,1.0,3,6,3,0,0,CBlock,1,308.0,Unf,Detchd,1957.0,816,0,3,1Story,2615,3,7100,Corner,73.0,1,0.0,None,20,RL,NAmes,5,Gable,129900,816.0,0,0,0,49,0,wood
165,536,No,0.0,4,3,3,0,0,CBlock,1,336.0,Unf,Attchd,1976.0,1112,1,3,2Story,329,3,2592,Inside,36.0,0,0.0,None,160,RM,MeadowV,5,Gable,85000,536.0,182,0,0,34,0,cemt_agg
166,572,No,0.0,3,1,3,4,1,PConc,1,288.0,Unf,Detchd,1982.0,1111,0,3,1.5Fin,1320,3,5700,Inside,68.0,0,0.0,None,50,RM,OldTown,7,Gable,116900,572.0,0,1,0,82,1,wood
167,855,No,0.0,3,5,3,3,1,CBlock,2,440.0,Unf,Attchd,1978.0,1441,1,3,2Story,416,3,2289,Inside,24.0,0,0.0,None,160,RL,NPkVill,6,Gable,148500,855.0,28,0,0,31,0,wood
168,672,No,1.0,4,4,3,0,0,BrkTil,1,280.0,Unf,Detchd,1941.0,924,0,2,1.5Fin,284,2,12180,Inside,60.0,0,0.0,None,190,RL,Edwards,4,Gable,80000,672.0,0,0,0,69,1,metal
169,1126,Av,1.0,4,2,3,0,0,PConc,1,506.0,Unf,Attchd,1984.0,1126,0,3,SFoyer,1385,3,7400,CulDSac,68.0,1,0.0,None,85,RL,Sawyer,5,Gable,152000,1060.0,178,0,0,24,0,vinyl
170,992,No,0.0,2,1,3,0,0,CBlock,1,319.0,Unf,Detchd,1954.0,992,0,5,1Story,275,3,8842,Corner,68.0,0,0.0,None,20,RL,Edwards,5,Gable,155891,381.0,60,1,0,56,0,vinyl
171,752,No,0.0,3,1,3,0,0,PConc,1,576.0,Unf,Detchd,1977.0,1376,0,5,1.5Fin,2024,4,8850,Inside,60.0,0,0.0,None,50,RL,BrkSide,6,Gable,165000,768.0,0,1,0,87,1,wood
172,1218,No,0.0,4,1,4,0,0,PConc,2,676.0,RFn,Attchd,2009.0,1218,0,5,1Story,68,4,9215,Inside,92.0,0,0.0,None,20,FV,Somerst,7,Hip,204500,1218.0,0,1,0,1,1,vinyl
173,888,No,0.0,3,2,3,4,2,CBlock,1,312.0,Unf,Attchd,1942.0,1644,1,5,2Story,1910,4,9480,Inside,79.0,0,224.0,Stone,70,RL,NAmes,5,Gable,146500,728.0,168,0,0,65,1,metal
174,1601,No,0.0,4,5,3,3,1,CBlock,2,478.0,RFn,Attchd,1978.0,1601,0,3,1Story,381,3,11880,Inside,82.0,1,206.0,BrkFace,20,RL,NWAmes,7,Gable,157000,1271.0,0,0,0,31,0,wood
175,1313,Mn,0.0,3,1,3,4,1,BrkTil,2,342.0,Unf,Detchd,1950.0,2495,0,4,2Story,1323,3,10800,Inside,60.0,0,0.0,None,70,RM,OldTown,7,Gable,184000,1313.0,0,1,0,118,1,wood
176,807,No,1.0,4,6,4,4,1,PConc,2,393.0,Fin,Attchd,2002.0,1509,1,5,2Story,2432,4,7861,Inside,68.0,1,0.0,None,60,RL,Gilbert,6,Gable,183200,783.0,100,1,0,4,1,vinyl
177,1092,No,0.0,3,2,3,1,1,CBlock,1,288.0,Unf,Attchd,1962.0,1092,0,3,1Story,777,3,11616,Inside,68.0,0,116.0,BrkFace,20,RL,Sawyer,5,Gable,139000,1092.0,0,1,0,47,0,wood
178,1325,Gd,1.0,4,6,4,3,1,PConc,2,983.0,RFn,Attchd,1993.0,2418,1,5,2Story,1107,4,10542,Inside,96.0,0,651.0,BrkFace,60,RL,NoRidge,7,Hip,341000,1311.0,250,1,0,15,1,wood
179,483,No,0.0,3,3,3,0,0,CBlock,1,264.0,Unf,Detchd,1971.0,987,1,3,2Story,30,3,1680,Inside,21.0,0,504.0,BrkFace,160,RM,BrDale,6,Gable,96000,483.0,275,0,0,39,0,wood
180,1121,No,0.0,4,1,3,0,0,PConc,2,440.0,RFn,Attchd,2003.0,1121,0,5,1Story,282,3,8546,Corner,80.0,0,0.0,None,20,RM,Edwards,4,Gable,140000,1121.0,132,1,0,7,1,vinyl
181,1236,No,1.0,3,6,3,0,0,CBlock,1,923.0,Unf,Attchd,1957.0,1236,0,3,1Story,188,3,7407,Inside,90.0,0,0.0,None,20,RM,OldTown,6,Gable,149700,912.0,0,1,0,53,1,metal
182,1074,No,1.0,4,5,3,0,0,CBlock,1,495.0,RFn,Attchd,1975.0,1074,1,5,1Story,2356,3,10140,Inside,78.0,0,0.0,None,20,RL,NWAmes,5,Gable,153500,1056.0,0,1,0,31,0,wood
183,733,None,0.0,0,0,2,0,0,Slab,1,487.0,Unf,Attchd,1952.0,733,0,1,1Story,1554,2,14584,Inside,80.0,0,0.0,None,20,A (agr),IDOTRR,1,Gable,13100,0.0,0,0,0,56,0,cemt_agg
184,884,No,1.0,4,6,4,0,0,PConc,2,543.0,RFn,Attchd,2003.0,1768,1,5,2Story,1464,4,8158,Inside,65.0,0,252.0,BrkFace,60,RL,CollgCr,7,Gable,224900,884.0,0,1,0,5,0,vinyl
185,1266,No,0.0,4,1,4,3,1,PConc,2,453.0,Unf,Attchd,2005.0,1266,0,5,1Story,2469,4,7500,Inside,62.0,0,0.0,None,20,FV,Somerst,7,Gable,176000,1257.0,38,1,0,1,0,vinyl
186,2129,No,0.0,4,6,4,3,1,PConc,2,541.0,Fin,Attchd,1992.0,2872,1,5,1.5Fin,1834,4,10678,Inside,85.0,0,337.0,BrkFace,50,RL,NoRidge,8,Hip,285000,1683.0,0,1,0,15,1,wood
187,1464,Gd,1.0,4,6,4,0,0,PConc,2,754.0,Unf,Attchd,2007.0,1464,0,5,1Story,1779,4,15256,CulDSac,49.0,1,84.0,Stone,20,RL,Somerst,8,Gable,282922,1485.0,168,1,0,0,0,vinyl
188,1216,No,0.0,3,3,3,4,2,CBlock,2,487.0,Fin,Attchd,1966.0,2157,1,5,2Story,2569,4,14200,Corner,88.0,0,309.0,BrkFace,60,RL,NAmes,7,Gable,226000,924.0,105,1,0,40,0,metal
189,1264,No,0.0,5,1,5,4,1,PConc,2,666.0,Fin,BuiltIn,2006.0,2576,1,5,2Story,2334,5,12438,Inside,82.0,1,466.0,BrkFace,60,RL,StoneBr,8,Hip,361919,1234.0,324,1,0,0,0,vinyl
190,1414,Gd,1.0,5,6,4,4,1,PConc,3,670.0,Fin,BuiltIn,2005.0,2798,1,5,2Story,2330,5,16023,CulDSac,59.0,1,600.0,BrkFace,60,RL,StoneBr,9,Hip,457347,1398.0,182,1,0,1,1,vinyl
191,1743,Gd,2.0,4,2,4,2,2,CBlock,0,529.0,Fin,Attchd,1976.0,1743,1,5,1Story,2119,4,20064,Inside,155.0,1,0.0,None,20,RL,ClearCr,8,Shed,279000,966.0,646,0,0,31,0,wood
192,1567,Gd,1.0,3,5,3,3,2,PConc,2,714.0,RFn,Attchd,1977.0,1567,0,3,1Story,988,4,9819,Inside,68.0,1,0.0,None,20,RL,Mitchel,6,Gable,196000,1567.0,264,1,0,32,0,wood
193,1370,No,0.0,4,1,3,3,1,CBlock,2,479.0,RFn,Attchd,1976.0,1370,0,3,1Story,382,3,10400,Inside,80.0,0,189.0,BrkFace,20,RL,NWAmes,7,Gable,152000,1090.0,0,0,0,33,0,wood
194,1338,No,1.0,3,2,3,0,0,CBlock,2,968.0,Unf,Detchd,1969.0,2634,2,3,2Story,670,3,11643,Inside,91.0,0,368.0,BrkFace,90,RL,NAmes,5,Gable,200000,1248.0,0,0,0,40,0,metal
195,1590,Gd,1.0,5,6,4,0,0,PConc,2,754.0,Fin,Attchd,2005.0,1590,1,5,1Story,2760,5,11645,Inside,78.0,0,198.0,BrkFace,20,RL,CollgCr,8,Hip,294900,1570.0,176,1,0,1,1,vinyl
196,1450,No,0.0,4,1,4,0,0,PConc,2,788.0,RFn,Attchd,2008.0,1450,0,5,1Story,543,4,7328,Inside,61.0,0,140.0,BrkFace,20,RL,SawyerW,7,Gable,224243,1450.0,0,1,0,1,1,vinyl
197,846,No,0.0,2,1,3,0,0,BrkTil,2,528.0,Unf,Detchd,1974.0,1338,0,3,1.5Fin,2835,3,7822,Corner,72.0,0,0.0,None,50,RL,Edwards,6,Gable,92000,832.0,0,1,0,91,1,cemt_agg
198,728,Av,0.0,4,1,4,4,1,PConc,2,400.0,Fin,Attchd,2007.0,1456,1,5,2Story,1735,4,9018,Inside,65.0,1,0.0,None,60,RL,Gilbert,7,Hip,179540,728.0,100,1,0,0,0,vinyl
199,2392,Gd,0.0,5,6,5,5,1,PConc,2,968.0,Fin,Attchd,2003.0,2392,0,5,1Story,448,5,13472,Inside,103.0,0,922.0,BrkFace,20,RL,NridgHt,10,Hip,386250,2392.0,248,1,0,6,0,vinyl
200,530,Av,1.0,4,6,3,0,0,CBlock,1,297.0,Fin,BuiltIn,1970.0,992,0,3,SLvl,2287,3,1533,Inside,68.0,0,0.0,None,180,RM,MeadowV,4,Gable,106500,530.0,112,1,0,37,0,cemt_agg
201,1026,Av,1.0,5,6,5,5,1,PConc,2,812.0,Fin,Attchd,2008.0,2007,1,5,2Story,524,5,11003,Inside,85.0,0,160.0,Stone,60,FV,Somerst,10,Gable,310000,1017.0,168,1,0,1,0,vinyl
202,1108,No,0.0,4,1,4,3,1,PConc,2,600.0,Fin,BuiltIn,1998.0,2385,1,5,2Story,1767,4,10790,Inside,83.0,0,275.0,BrkFace,60,RL,NoRidge,7,Gable,252000,1066.0,120,1,0,9,0,vinyl
203,918,No,0.0,3,3,3,4,2,CBlock,2,240.0,Unf,Detchd,1941.0,1646,0,4,2.5Unf,2206,3,7128,Inside,53.0,0,0.0,None,75,RL,Crawfor,7,Gable,164000,918.0,0,1,0,66,1,metal
204,728,No,0.0,4,1,4,0,0,PConc,2,400.0,Fin,Attchd,2007.0,1456,1,5,2Story,1740,4,7713,Inside,64.0,0,16.0,Stone,60,RL,Gilbert,7,Gable,177594,728.0,100,1,0,0,0,vinyl
205,548,No,0.0,3,3,3,0,0,CBlock,1,624.0,Fin,Detchd,1979.0,1040,0,4,1.5Fin,199,3,6240,Inside,52.0,0,0.0,None,50,RM,BrkSide,5,Gable,123900,528.0,306,1,0,74,1,vinyl
206,1370,No,1.0,4,4,3,4,1,BrkTil,2,864.0,Unf,Detchd,1918.0,2624,1,3,2Story,2214,3,22420,Inside,86.0,1,0.0,None,70,RL,Crawfor,6,Hip,239000,1370.0,0,0,0,89,1,wood
207,1264,No,1.0,3,3,3,3,1,CBlock,1,528.0,Unf,Attchd,1965.0,1264,0,3,1Story,323,3,15300,Inside,85.0,0,0.0,None,20,RL,Mitchel,5,Hip,169000,1068.0,0,0,0,45,1,wood
208,1557,Gd,0.0,4,1,4,3,1,PConc,2,420.0,Fin,Attchd,2003.0,1557,0,5,1Story,2421,4,3196,Inside,68.0,0,18.0,BrkFace,120,RL,Blmngtn,7,Gable,234000,1374.0,143,1,0,3,1,vinyl
209,1287,Av,1.0,4,6,3,2,2,CBlock,1,541.0,RFn,Attchd,1977.0,1287,1,3,SFoyer,952,3,9360,Inside,72.0,0,0.0,None,85,RL,Mitchel,6,Gable,173000,957.0,302,1,0,32,0,wood
210,1004,No,1.0,3,5,3,3,1,CBlock,1,480.0,Fin,Attchd,1970.0,1004,0,5,1Story,24,3,11241,CulDSac,68.0,1,180.0,BrkFace,20,RL,NAmes,6,Gable,149000,1004.0,0,0,0,40,0,wood
211,1162,Mn,0.0,4,1,4,0,0,PConc,2,483.0,Fin,Attchd,2007.0,1162,0,5,1Story,1139,4,9260,Corner,81.0,0,0.0,None,20,RL,SawyerW,7,Gable,170000,1162.0,0,1,0,1,0,vinyl
212,1436,No,0.0,5,1,4,0,0,PConc,2,529.0,Fin,Attchd,2008.0,1436,0,5,1Story,518,4,7993,Inside,90.0,1,0.0,None,20,FV,Somerst,7,Gable,225000,1436.0,0,1,0,1,1,vinyl
213,960,No,1.0,3,6,3,0,0,CBlock,1,300.0,Fin,Attchd,1963.0,960,0,5,1Story,1390,4,9239,Inside,94.0,0,0.0,None,20,RL,Sawyer,5,Gable,144900,960.0,168,0,0,45,1,vinyl
214,1196,Gd,1.0,4,5,3,0,0,CBlock,1,336.0,RFn,Attchd,1968.0,1196,0,3,1Story,277,3,10044,CulDSac,60.0,1,0.0,None,20,RL,Edwards,5,Gable,144000,1196.0,257,1,0,42,0,metal
215,1269,No,0.0,4,6,4,3,1,PConc,2,430.0,Fin,Attchd,2004.0,1269,0,5,1Story,54,4,3182,Inside,43.0,0,16.0,BrkFace,120,RL,Blmngtn,8,Gable,192000,1256.0,146,1,0,6,1,vinyl
216,1031,No,1.0,3,6,4,0,0,CBlock,1,230.0,Unf,Attchd,1952.0,1031,0,4,1Story,649,4,7626,Inside,60.0,0,0.0,None,20,RL,NAmes,5,Hip,145500,1031.0,0,0,0,57,1,wood
217,448,No,0.0,2,1,3,0,0,BrkTil,1,280.0,Unf,Attchd,1900.0,720,0,5,1.5Fin,2600,2,7008,Corner,60.0,0,0.0,None,50,RL,OldTown,4,Gable,86900,448.0,0,1,0,106,1,metal
218,1505,No,1.0,3,4,3,3,1,CBlock,1,505.0,RFn,Attchd,1953.0,1505,0,5,1Story,617,3,12160,Inside,128.0,0,90.0,BrkFace,20,RL,NAmes,6,Hip,149500,1505.0,0,1,0,56,0,wood
219,954,No,0.0,2,1,3,4,1,PConc,1,240.0,Unf,Basment,1938.0,954,0,5,1Story,2209,2,6305,Inside,50.0,0,0.0,None,30,RL,Crawfor,5,Gable,119750,920.0,0,0,0,69,1,metal
220,750,No,0.0,4,1,3,0,0,PConc,2,564.0,RFn,Attchd,2005.0,1500,1,5,2Story,2814,4,8846,Inside,68.0,0,0.0,None,60,RL,CollgCr,6,Gable,173900,750.0,0,1,0,1,1,vinyl
221,1050,No,1.0,3,3,3,0,0,CBlock,1,368.0,Unf,Attchd,1961.0,1050,0,3,1Story,2542,3,10659,Inside,68.0,1,0.0,None,20,RL,NAmes,5,Hip,136500,1050.0,0,1,0,45,0,wood
222,2079,No,0.0,4,1,4,0,0,PConc,2,618.0,Fin,Attchd,1994.0,2687,1,5,2Story,2323,4,13108,Inside,68.0,1,0.0,None,160,RL,StoneBr,8,Gable,270000,2062.0,168,1,0,12,0,cemt_agg
223,1252,Gd,1.0,4,4,3,4,1,CBlock,1,564.0,RFn,Attchd,1960.0,1252,0,4,1Story,1393,3,13500,Inside,68.0,0,0.0,None,20,RL,ClearCr,6,Flat,235000,1602.0,409,0,0,48,1,brick
224,774,No,0.0,4,1,3,3,1,PConc,2,400.0,RFn,BuiltIn,1999.0,1430,1,5,SLvl,490,3,7750,Inside,62.0,0,0.0,None,80,RL,Gilbert,7,Gable,156000,384.0,0,0,0,10,1,vinyl
225,1114,No,1.0,4,6,3,0,0,PConc,2,576.0,Unf,Detchd,2004.0,1114,0,5,1Story,542,4,12450,Inside,60.0,0,0.0,None,20,RL,SawyerW,5,Gable,153000,1114.0,0,1,0,6,1,vinyl
